journal_id,paper_id
483,273
102,274
19,275
2,276
4,277
205,278
202,279
36,280
221,281
171,282
7,283
98,284
3,285
533,286
501,287
0,288
359,289
104,290
20,291
52,292
5,293
90,295
387,296
2,297
23,298
294,299
96,300
60,301
77,302
83,303
10,304
82,305
60,306
1,307
175,308
272,309
90,310
77,311
173,312
46,313
3,314
0,315
9,316
36,317
0,318
127,319
39,320
102,321
20,322
8,323
38,324
70,325
1223,326
48,327
17,328
98,329
137,330
6,331
742,332
43,333
477,334
0,335
33,336
20,337
56,338
0,339
3,340
7,341
95,342
262,343
10,344
43,345
68,346
28,347
12,348
24,349
10,350
33,351
2,352
20,353
2,354
132,355
90,356
29,357
298,358
12,359
118,360
1,361
61,362
33,363
5,364
18,365
1658,366
44,367
264,368
2,369
52,370
196,371
104,372
258,373
32,374
52,375
39,376
125,378
28,379
5,380
14,381
52,382
0,383
2,384
194,385
85,386
1748,387
258,388
91,389
81,390
50,391
26,392
76,393
21,394
48,395
25,396
620,397
4,398
1,399
55,400
41,401
6,402
16,403
81,404
22,405
45,406
38,407
19,408
516,409
436,410
2,411
136,412
141,413
0,414
22,415
169,416
2,417
52,418
30,419
3,420
6,421
38,422
1363,423
13,424
20,425
61,426
141,427
3,428
19,429
89,430
484,431
117,432
42,433
107,434
123,435
28,436
7,437
3,438
400,439
67,440
17,441
125,442
44,443
89,444
34,445
195,446
12,447
8,448
103,449
409,450
147,451
9,452
198,453
40,454
418,455
66,456
37,457
0,458
16,459
36,460
6,461
7,462
9,463
167,464
12,465
5,466
20,467
21,468
226,469
18,470
27,471
4,472
100,473
74,474
7,475
446,476
16,477
258,478
99,479
7,480
160,481
66,482
81,483
152,484
19,485
54,486
1332,487
36,488
107,489
226,490
102,491
455,492
1,493
360,494
14,495
63,496
65,497
1334,498
1,499
13,500
20,501
29,502
1266,503
386,504
6,505
296,506
26,507
109,508
40,509
7,510
2,511
19,512
208,513
5,514
2,515
66,516
133,517
5,518
53,519
57,520
17,521
4,522
64,523
91,524
66,525
28,526
2,528
23,529
105,530
1,531
2,532
19,533
61,534
18,535
19,536
1,537
0,538
584,539
1,540
11,541
8,542
411,543
9,544
943,545
85,546
2,547
274,548
86,549
72,550
47,551
7,552
261,553
14,554
306,555
341,556
8,557
509,558
0,559
17,560
434,561
224,562
24,563
51,564
61,565
77,566
2,567
60,568
1,569
13,570
9,571
115,572
433,573
15,574
57,575
27,576
106,577
0,580
5,581
192,582
37,583
162,584
840,585
277,586
56,587
318,588
0,589
267,591
57,592
9,593
105,594
300,595
83,596
16,597
54,598
25,599
3,600
34,601
70,602
6,603
86,605
13,606
1663,607
46,608
17,609
90,610
225,611
5,612
46,613
181,614
69,615
6,616
68,617
60,618
1,619
3,620
6,621
37,622
189,623
27,624
284,625
13,626
23,627
594,628
115,629
93,630
73,631
19,632
50,633
1,634
60,635
157,636
21,637
546,638
325,639
3,640
74,641
22,642
8,643
19,644
8,645
20,646
114,647
8,648
26,649
1,650
25,651
1735,652
4,653
52,654
29,655
10,656
73,657
844,658
145,659
5,660
12,661
109,662
20,663
105,664
698,665
167,666
139,668
192,669
17,670
169,671
159,672
53,673
436,674
77,675
3,676
0,677
476,678
77,679
9,680
12,681
146,682
123,683
2,684
73,685
1,686
87,688
24,689
203,690
213,691
21,692
0,693
24,694
6,695
6,696
83,697
13,698
19,699
97,700
30,701
71,702
7,703
62,704
1038,705
95,706
217,707
36,708
42,709
0,710
88,711
58,712
78,713
69,714
18,715
341,716
37,717
1721,718
64,719
137,720
33,721
45,722
176,723
143,724
11,725
259,726
204,727
1,728
1,729
108,730
0,731
109,732
9,733
44,734
61,735
2,736
46,737
39,738
1,739
259,740
372,741
43,742
62,743
358,744
81,745
36,746
9,747
21,748
48,749
222,750
421,751
26,752
27,753
1033,754
101,755
239,756
3,757
44,758
0,759
30,760
13,761
59,762
11,763
130,764
10,765
9,766
3,767
49,768
27,769
129,770
256,771
714,772
154,773
35,774
52,775
22,776
3,777
135,778
5,779
37,780
930,781
17,782
7,783
190,784
18,786
0,787
43,788
25,789
9,790
487,791
740,792
137,793
227,794
63,795
369,796
49,797
99,798
61,799
3,800
6,801
160,802
3,803
194,804
102,805
186,806
497,807
228,808
302,809
11,810
526,811
21,812
22,813
28,814
58,815
41,816
3,817
154,818
67,819
159,820
79,821
23,822
21,823
24,824
43,825
214,826
7,827
0,828
20,829
257,830
229,831
161,832
6,833
288,834
4,835
0,836
47,837
1,838
120,839
170,840
46,841
38,842
20,843
116,844
578,845
133,846
1,847
28,848
106,849
6,850
136,851
6,852
763,853
25,854
4,855
63,856
40,857
245,858
23,859
1,860
29,861
78,862
944,863
84,864
149,865
5,866
17,867
34,868
147,870
45,871
90,872
255,873
39,874
300,875
1,876
1544,877
101,878
10,879
1468,880
292,881
1073,882
51,883
293,885
61,886
66,887
44,888
81,889
70,890
77,891
4,892
55,893
261,894
35,895
659,896
75,897
237,898
23,899
5,900
9,901
176,902
261,903
17,904
37,905
30,906
73,907
599,908
1,909
207,910
1615,911
12,912
1,913
111,914
10,915
36,916
125,917
11,918
471,919
54,920
73,921
46,922
8,923
46,924
18,925
191,926
231,927
24,928
142,929
18,931
25,932
1274,933
60,934
379,935
69,936
167,937
13,938
4,939
87,940
164,941
33,942
36,943
127,944
207,945
151,946
32,947
156,948
18,949
86,950
74,951
149,952
29,953
175,954
14,955
330,956
13,957
6,958
2,959
3,960
2,961
2,962
10,963
24,964
1556,965
60,966
62,967
80,968
67,969
29,970
20,971
68,972
5,973
14,974
5,975
74,976
333,977
53,978
0,979
111,980
119,981
1,982
11,983
75,984
6,985
739,986
71,987
3,988
101,989
21,990
41,991
8,992
62,993
0,994
71,995
83,996
29,997
12,998
71,999
131,1000
0,1001
158,1002
27,1003
50,1004
144,1005
57,1006
175,1007
2,1008
0,1009
37,1010
79,1011
35,1012
64,1013
18,1014
3,1015
87,1016
124,1017
50,1018
95,1019
772,1020
64,1021
132,1022
141,1024
282,1025
2,1026
130,1027
2386,1028
38,1029
2,1030
290,1031
26,1032
139,1033
24,1034
146,1035
0,1036
13,1037
27,1038
201,1039
27,1040
144,1041
53,1042
83,1043
20,1044
1,1045
165,1046
252,1047
16,1048
0,1049
89,1050
15,1051
65,1052
431,1053
2364,1054
101,1055
507,1056
55,1057
41,1058
175,1059
11,1060
365,1061
220,1062
77,1063
98,1064
24,1065
14,1066
198,1067
27,1068
175,1069
191,1070
43,1071
51,1072
0,1073
162,1074
14,1075
20,1076
10,1077
70,1078
7,1079
7,1080
93,1081
268,1082
64,1083
29,1084
238,1085
1,1086
26,1087
8,1088
7,1089
11,1090
92,1091
95,1092
1052,1093
273,1094
212,1095
242,1096
7,1097
20,1098
4,1099
21,1100
97,1101
34,1102
261,1103
89,1104
147,1105
13,1106
27,1107
15,1108
5,1109
12,1110
252,1111
85,1112
80,1113
114,1114
32,1115
4,1116
268,1117
90,1118
162,1119
44,1121
22,1122
7,1123
220,1124
13,1125
110,1126
1,1127
55,1128
13,1129
82,1130
22,1131
31,1132
148,1133
333,1134
577,1135
13,1136
53,1137
18,1138
335,1139
1,1140
124,1141
0,1142
71,1143
27,1144
78,1145
40,1146
363,1147
276,1148
7,1149
212,1150
229,1151
76,1152
20,1153
8,1154
219,1155
33,1156
36,1157
74,1158
22,1159
15,1161
2,1162
31,1163
13,1164
193,1165
351,1166
11,1167
185,1168
51,1169
98,1170
21,1171
117,1172
151,1173
23,1174
20,1175
47,1176
323,1177
29,1178
11,1179
252,1180
30,1181
27,1182
97,1183
46,1184
4,1185
132,1186
669,1187
5,1188
124,1189
33,1190
34,1191
103,1192
425,1193
46,1194
1,1195
112,1197
224,1198
731,1199
153,1200
105,1201
4,1202
109,1203
165,1204
47,1205
95,1206
36,1207
26,1208
1496,1209
153,1210
0,1211
2,1212
75,1213
55,1214
7,1215
54,1216
19,1217
215,1218
23,1219
686,1220
0,1221
27,1222
24,1223
68,1224
75,1225
60,1226
48,1227
321,1228
410,1229
46,1230
91,1231
17,1232
16,1233
17,1234
17,1235
81,1236
65,1237
71,1238
89,1239
2,1240
26,1241
9,1242
23,1243
10,1244
6,1245
30,1246
15,1247
202,1248
662,1249
31,1250
114,1251
10,1252
18,1253
13,1254
410,1255
770,1256
24,1257
3,1258
1082,1259
2,1260
34,1261
748,1262
59,1263
3,1264
7,1265
20,1266
124,1267
8,1268
174,1269
13,1270
76,1271
104,1272
48,1273
89,1274
138,1275
33,1276
154,1277
234,1278
26,1279
39,1280
23,1281
435,1282
66,1283
180,1284
18,1285
58,1286
1498,1287
151,1288
47,1289
24,1290
32,1291
38,1292
127,1293
28,1294
162,1295
16,1296
84,1297
94,1298
3,1299
144,1301
131,1302
10,1303
98,1304
105,1305
10,1306
68,1307
4,1308
98,1309
13,1310
28,1311
52,1312
140,1313
9,1314
271,1315
56,1316
238,1317
513,1318
2,1319
328,1320
31,1321
51,1322
43,1323
181,1324
189,1325
12,1326
10,1327
6,1328
0,1329
57,1330
28,1331
457,1332
367,1333
81,1334
13,1335
6,1336
62,1337
248,1338
881,1339
380,1340
96,1341
5,1342
84,1343
21,1344
95,1345
93,1346
803,1347
41,1348
13,1349
5,1350
237,1351
0,1352
3,1353
55,1354
44,1355
69,1356
86,1357
15,1358
16,1359
9,1360
29,1361
89,1362
0,1363
0,1364
43,1365
11,1366
25,1367
6,1368
66,1369
2,1370
5,1371
7,1372
230,1373
143,1374
592,1375
131,1376
9,1377
46,1378
50,1379
5,1380
26,1381
15,1382
74,1383
282,1384
34,1385
72,1386
104,1387
65,1388
215,1389
203,1390
301,1391
208,1392
49,1393
217,1394
0,1395
84,1396
679,1397
1,1399
8,1400
477,1401
2,1402
35,1403
479,1404
4,1405
87,1406
691,1407
5,1408
4,1409
11,1410
141,1411
75,1412
80,1413
9,1414
1,1415
129,1416
70,1417
95,1418
4,1419
17,1420
32,1421
387,1422
462,1423
384,1424
2,1425
360,1427
36,1428
76,1429
13,1430
497,1431
15,1432
10,1433
152,1434
67,1435
57,1436
143,1437
1531,1438
4,1439
2,1440
59,1441
104,1442
154,1443
68,1444
84,1445
81,1446
597,1447
41,1448
4,1449
22,1450
70,1451
6,1452
1,1453
0,1454
66,1455
2,1456
8,1457
55,1458
33,1459
61,1460
367,1461
58,1462
2,1463
2423,1464
4,1465
74,1466
120,1467
1,1468
65,1469
238,1470
49,1471
86,1472
6,1473
141,1474
32,1475
106,1476
110,1477
95,1478
63,1479
84,1480
148,1481
93,1482
37,1483
1,1484
98,1485
61,1486
104,1487
223,1488
207,1489
10,1490
6,1491
361,1492
426,1493
448,1494
35,1495
29,1496
20,1497
4,1498
6,1499
23,1500
21,1501
286,1502
9,1503
0,1504
1,1505
11,1506
147,1507
40,1508
9,1509
70,1510
29,1511
11,1512
8,1513
2,1514
49,1515
37,1516
1,1517
290,1518
149,1519
33,1520
4,1521
172,1522
29,1523
114,1524
11,1525
15,1526
122,1527
21,1528
989,1529
57,1530
104,1532
3,1533
52,1534
53,1535
21,1536
438,1537
401,1538
300,1539
41,1540
1,1541
6,1543
5,1544
102,1545
5,1546
12,1547
152,1548
38,1549
76,1550
2,1551
710,1552
1,1553
96,1554
13,1555
1,1556
23,1557
37,1558
6,1559
497,1560
58,1561
152,1562
5,1563
129,1564
27,1565
54,1566
89,1568
30,1569
31,1570
39,1571
5,1572
268,1573
5,1574
34,1575
216,1576
222,1577
421,1578
113,1579
224,1580
9,1581
75,1582
48,1583
77,1584
9,1585
179,1586
17,1587
46,1588
73,1589
0,1590
8,1591
28,1592
276,1593
8,1594
47,1595
20,1596
742,1597
678,1598
2,1599
25,1600
142,1601
11,1602
48,1603
57,1605
23,1606
0,1607
14,1608
657,1609
77,1610
26,1611
95,1612
43,1613
295,1614
606,1615
6,1616
15,1617
24,1618
12,1619
38,1620
3,1622
18,1623
0,1624
184,1625
34,1626
6,1627
71,1628
46,1629
47,1630
12,1631
13,1632
19,1633
6,1634
263,1635
377,1636
70,1637
135,1638
123,1639
233,1640
31,1641
9,1642
4,1643
41,1644
72,1645
233,1646
457,1647
47,1648
83,1649
166,1650
10,1651
1,1652
7,1653
823,1654
1520,1655
182,1656
2,1657
0,1658
26,1659
40,1660
123,1661
56,1662
124,1663
12,1664
33,1665
55,1666
17,1667
4,1668
9,1669
0,1670
70,1671
0,1672
88,1673
63,1674
202,1675
0,1676
25,1677
25,1679
4,1680
45,1681
19,1682
41,1683
6,1684
119,1685
26,1686
3,1688
1,1689
1,1690
29,1691
25,1692
168,1693
12,1694
76,1695
157,1696
318,1697
56,1698
52,1699
56,1700
47,1701
233,1702
0,1703
17,1704
398,1705
73,1706
318,1707
46,1708
0,1709
116,1710
26,1711
350,1712
55,1714
1517,1715
275,1716
141,1717
3,1718
0,1719
130,1720
225,1721
21,1722
43,1723
14,1724
40,1725
211,1726
159,1727
7,1728
19,1729
109,1730
4,1731
274,1732
195,1733
194,1734
47,1735
5,1736
202,1737
40,1738
79,1739
58,1740
2,1741
17,1742
27,1743
1515,1744
35,1745
33,1746
6,1747
92,1748
202,1749
101,1750
10,1751
460,1752
30,1753
40,1754
96,1755
7,1756
0,1757
115,1758
2,1759
42,1760
43,1761
60,1762
20,1763
93,1764
6,1765
308,1766
12,1767
12,1768
168,1769
42,1770
43,1771
34,1772
3,1773
12,1774
91,1775
40,1776
1,1777
56,1778
24,1779
78,1780
13,1781
59,1782
200,1783
2412,1784
39,1785
930,1786
138,1787
110,1788
255,1789
8,1790
2,1791
104,1792
95,1793
22,1794
1,1795
552,1796
6,1797
180,1798
42,1799
172,1800
16,1801
270,1802
72,1803
1,1804
11,1805
181,1806
5,1807
19,1808
566,1809
191,1810
10,1811
170,1812
58,1813
130,1815
107,1816
15,1817
12,1818
0,1819
203,1820
125,1821
74,1822
79,1823
11,1824
261,1825
28,1826
4,1827
298,1828
0,1829
13,1830
213,1831
1246,1832
25,1833
2,1834
139,1835
166,1836
0,1837
1227,1839
830,1840
7,1841
380,1842
18,1843
284,1844
15,1845
40,1846
61,1847
24,1848
210,1849
973,1850
14,1851
23,1852
45,1853
16,1854
35,1855
139,1856
254,1857
13,1858
291,1859
251,1860
64,1861
184,1862
52,1863
50,1864
52,1865
29,1866
145,1867
44,1868
34,1869
286,1870
321,1871
56,1872
11,1873
2362,1874
16,1875
104,1876
9,1877
2322,1878
1,1879
287,1880
1,1881
56,1882
423,1883
68,1884
44,1885
25,1886
6,1887
96,1888
93,1889
72,1890
43,1891
284,1892
10,1893
68,1894
29,1895
8,1896
91,1897
5,1898
333,1899
35,1900
94,1901
222,1902
15,1903
44,1904
51,1905
82,1906
89,1907
9,1908
8,1909
69,1910
0,1911
58,1912
37,1913
7,1914
63,1915
11,1916
50,1917
866,1918
106,1919
48,1920
70,1921
273,1922
47,1923
210,1924
50,1925
40,1926
9,1927
5,1928
51,1929
1595,1930
70,1931
76,1932
379,1933
193,1934
21,1935
3,1936
97,1937
943,1938
8,1939
48,1940
74,1941
350,1942
115,1943
38,1944
1,1945
1,1946
68,1947
2,1948
1265,1949
9,1950
34,1951
247,1952
57,1953
8,1954
327,1955
4,1956
6,1957
87,1958
203,1959
29,1960
66,1961
5,1962
65,1963
67,1964
247,1965
352,1966
112,1968
0,1969
596,1970
19,1971
3,1972
47,1973
4,1974
5,1975
74,1976
12,1977
33,1978
2304,1979
404,1980
29,1981
89,1982
0,1983
16,1984
7,1985
62,1986
26,1987
16,1988
14,1989
124,1990
62,1991
467,1992
3,1993
403,1995
71,1996
123,1997
30,1998
195,1999
3,2000
268,2001
231,2002
222,2003
9,2004
84,2005
2,2006
293,2007
60,2008
4,2009
6,2010
112,2011
17,2012
24,2013
196,2014
776,2015
19,2016
2,2017
614,2018
17,2019
51,2020
29,2022
9,2023
36,2024
35,2025
132,2026
465,2027
373,2028
126,2029
51,2030
217,2031
25,2032
5,2033
306,2034
20,2035
78,2036
18,2037
101,2038
903,2039
23,2040
304,2041
6,2042
14,2043
780,2044
525,2045
503,2046
1277,2047
48,2048
26,2049
13,2050
42,2051
49,2052
285,2053
29,2054
564,2055
124,2057
67,2058
38,2059
17,2060
5,2061
8,2062
26,2063
7,2064
0,2065
68,2066
0,2067
42,2068
285,2069
34,2070
1278,2071
89,2072
73,2073
46,2074
11,2075
34,2076
32,2077
32,2078
65,2079
3,2080
106,2081
3,2082
105,2083
99,2084
326,2085
1,2086
21,2087
223,2088
16,2089
28,2090
59,2091
33,2092
94,2093
523,2094
95,2095
41,2096
2,2097
953,2098
196,2099
141,2100
45,2101
54,2102
6,2103
5,2104
443,2105
23,2106
900,2107
69,2108
426,2109
1276,2110
15,2111
33,2112
18,2113
85,2114
14,2115
20,2116
65,2117
389,2118
5,2119
104,2120
48,2121
201,2122
178,2123
660,2124
59,2125
40,2126
86,2127
157,2128
75,2129
89,2130
3,2131
85,2132
25,2133
471,2134
197,2135
458,2136
139,2137
37,2138
55,2139
76,2140
88,2141
8,2142
714,2143
209,2145
81,2146
1,2147
1,2148
6,2149
58,2150
10,2151
165,2152
296,2153
58,2154
275,2155
7,2156
27,2157
654,2158
85,2159
23,2160
23,2161
12,2162
2357,2163
0,2164
0,2165
81,2166
81,2167
185,2168
233,2169
10,2170
548,2171
3,2172
1,2173
42,2174
9,2175
463,2176
51,2177
31,2178
111,2179
223,2180
17,2181
27,2182
961,2183
0,2184
29,2185
37,2186
557,2187
47,2188
967,2189
6,2191
51,2192
3,2193
37,2194
127,2195
63,2196
82,2197
131,2198
42,2199
28,2200
3,2201
196,2202
18,2203
968,2204
16,2205
811,2206
22,2207
20,2208
4,2209
29,2210
102,2211
251,2212
166,2213
14,2214
174,2215
165,2216
194,2217
13,2218
13,2220
238,2221
15,2222
2,2223
275,2224
75,2225
440,2226
3,2227
349,2228
8,2229
265,2230
61,2231
6,2232
237,2233
19,2234
82,2235
761,2236
144,2237
2,2238
28,2239
246,2240
77,2241
257,2242
102,2243
77,2244
222,2245
87,2246
57,2247
2,2248
458,2249
38,2250
108,2251
10,2252
4,2253
12,2254
712,2255
24,2256
26,2257
87,2258
119,2259
2,2260
25,2261
0,2262
96,2263
499,2264
196,2265
5,2266
2,2267
172,2268
488,2269
41,2270
6,2271
7,2272
6,2273
0,2274
27,2275
11,2276
26,2277
25,2278
140,2279
335,2280
4,2281
4,2282
5,2283
357,2284
48,2285
3,2286
302,2287
18,2288
20,2289
2351,2290
114,2291
10,2292
46,2293
19,2295
11,2296
0,2297
3,2298
5,2299
27,2300
471,2301
4,2302
83,2303
12,2304
79,2305
104,2306
1285,2307
151,2308
38,2309
195,2310
15,2311
139,2312
135,2313
2,2314
23,2315
6,2316
374,2317
213,2318
5,2319
70,2320
52,2321
45,2322
0,2323
13,2324
253,2325
170,2326
725,2327
28,2328
3,2329
16,2330
47,2331
0,2332
961,2333
1,2334
65,2335
382,2336
319,2337
235,2338
1,2339
668,2340
28,2341
129,2342
179,2343
79,2344
48,2345
72,2346
229,2347
124,2348
1,2349
6,2350
29,2351
28,2352
34,2353
21,2354
624,2355
232,2356
0,2357
0,2358
23,2360
259,2361
139,2362
44,2363
46,2364
53,2365
20,2366
306,2367
0,2368
71,2369
0,2370
26,2371
0,2372
27,2373
18,2374
23,2375
6,2376
3,2377
6,2378
425,2379
174,2380
19,2381
53,2382
61,2383
1042,2384
22,2385
536,2387
116,2388
63,2389
0,2390
48,2391
4,2392
150,2393
85,2394
18,2395
29,2396
2,2397
3,2398
67,2399
19,2400
13,2401
0,2402
102,2403
82,2404
47,2405
4,2406
117,2407
848,2408
21,2409
4,2410
275,2411
124,2412
22,2413
179,2414
247,2415
23,2416
175,2417
58,2418
237,2419
0,2420
125,2421
28,2422
63,2423
154,2424
525,2425
357,2426
28,2427
16,2428
38,2429
14,2430
39,2431
39,2432
34,2433
87,2434
1,2435
6,2436
50,2437
2,2438
699,2439
3,2440
63,2441
63,2442
91,2443
23,2444
429,2446
4,2447
73,2448
6,2449
400,2450
63,2451
99,2452
53,2453
17,2454
10,2456
3,2457
58,2458
623,2459
32,2460
85,2461
117,2462
6,2463
14,2464
194,2465
38,2466
33,2467
16,2468
6,2469
3,2470
12,2471
104,2472
27,2473
71,2474
38,2475
316,2476
621,2477
12,2478
78,2479
5,2480
0,2481
45,2482
0,2483
63,2484
55,2485
8,2486
22,2487
1,2488
34,2489
50,2490
2,2491
119,2492
79,2493
215,2494
28,2495
11,2496
187,2497
20,2498
100,2499
849,2500
2,2501
7,2502
17,2503
64,2504
0,2506
6,2507
25,2508
370,2509
28,2510
72,2511
8,2512
213,2513
201,2514
709,2515
360,2516
910,2517
0,2518
42,2519
68,2520
7,2521
5,2522
108,2523
145,2524
2,2525
90,2526
2340,2527
10,2528
358,2529
25,2530
7,2531
724,2532
46,2533
0,2534
118,2535
684,2536
80,2537
15,2538
43,2539
5,2540
1,2541
240,2542
85,2543
4,2544
9,2545
108,2546
19,2547
116,2548
62,2549
84,2550
38,2551
242,2552
15,2553
154,2554
1217,2555
8,2556
854,2557
7,2558
4,2559
54,2560
1,2561
341,2562
147,2563
32,2564
85,2565
186,2566
302,2567
485,2568
54,2569
1,2570
30,2571
48,2572
17,2573
89,2574
2,2575
40,2576
61,2577
133,2578
185,2579
110,2580
33,2581
27,2582
2,2583
62,2584
4,2585
13,2586
1,2587
619,2588
4,2589
13,2591
712,2592
109,2593
137,2594
107,2595
65,2596
484,2597
4,2598
70,2599
444,2600
8,2601
23,2602
435,2603
54,2604
52,2605
318,2606
30,2607
4,2608
356,2609
16,2610
61,2611
30,2612
17,2613
84,2614
12,2615
8,2616
89,2617
55,2618
0,2619
121,2620
9,2621
19,2622
38,2623
46,2624
1,2625
13,2626
131,2627
9,2628
0,2629
320,2630
100,2631
8,2632
236,2633
12,2634
70,2635
0,2636
8,2637
92,2638
19,2639
81,2640
37,2641
91,2642
54,2643
145,2644
35,2645
33,2646
9,2647
1,2648
85,2649
107,2650
160,2651
334,2652
14,2654
39,2655
6,2657
142,2658
191,2659
27,2660
151,2661
34,2662
93,2663
41,2664
151,2665
11,2666
119,2667
132,2668
103,2669
51,2670
1333,2671
10,2672
2,2673
2334,2674
8,2675
26,2676
3,2677
3,2678
21,2679
54,2680
7,2681
717,2682
65,2683
100,2684
229,2685
25,2686
444,2687
55,2688
59,2689
5,2690
697,2691
11,2692
2,2693
17,2694
21,2695
56,2696
13,2697
80,2698
18,2699
17,2700
138,2701
18,2702
66,2703
35,2704
33,2705
206,2706
37,2707
108,2708
125,2709
193,2710
28,2711
10,2712
1,2713
0,2714
876,2715
12,2716
19,2717
7,2718
35,2719
6,2720
6,2721
10,2722
162,2723
6,2724
55,2725
0,2726
48,2727
495,2728
15,2729
238,2730
37,2731
11,2732
17,2733
227,2734
9,2735
28,2736
267,2737
3,2738
6,2739
36,2740
2,2741
2,2742
39,2744
83,2745
1224,2746
38,2747
179,2748
493,2749
14,2750
12,2751
132,2752
93,2754
84,2755
22,2756
31,2757
164,2758
9,2759
33,2760
62,2761
18,2762
75,2763
102,2764
270,2765
608,2766
1222,2767
0,2768
397,2769
139,2770
0,2771
96,2772
1,2773
3,2774
106,2775
175,2776
241,2777
77,2778
12,2779
28,2780
2,2781
544,2782
586,2783
1,2784
43,2785
547,2786
26,2787
0,2788
26,2789
83,2790
22,2791
29,2792
454,2793
7,2794
25,2795
34,2796
10,2797
39,2798
8,2801
28,2802
65,2803
8,2804
215,2805
512,2806
6,2807
470,2808
9,2809
62,2810
88,2811
114,2812
138,2813
0,2814
19,2815
62,2816
11,2817
40,2818
19,2819
354,2820
0,2821
26,2822
15,2823
542,2824
183,2825
225,2826
9,2827
162,2828
303,2829
24,2830
16,2831
60,2832
23,2833
516,2834
3,2835
92,2836
51,2837
84,2838
83,2839
209,2840
115,2841
36,2842
0,2843
2427,2844
47,2845
42,2846
25,2847
82,2848
60,2849
346,2850
239,2851
61,2852
26,2853
12,2854
1,2855
2,2856
52,2857
30,2858
599,2859
3,2860
58,2861
37,2862
64,2863
144,2864
249,2865
82,2866
27,2867
28,2868
79,2869
158,2870
26,2872
6,2873
183,2874
14,2875
50,2876
5,2877
15,2878
1238,2879
63,2880
9,2881
529,2882
18,2883
2,2884
10,2885
21,2886
2,2887
162,2888
5,2889
1,2890
37,2891
10,2892
52,2893
25,2894
69,2895
290,2896
7,2897
225,2898
111,2899
2,2900
207,2901
21,2902
101,2903
22,2904
1,2905
1,2906
2,2907
0,2908
103,2909
16,2910
360,2911
14,2912
4,2913
16,2914
65,2915
25,2916
18,2917
40,2918
103,2919
36,2920
13,2921
46,2922
1350,2923
9,2924
64,2925
28,2926
17,2927
127,2928
12,2929
191,2930
128,2931
18,2932
99,2933
74,2934
20,2935
205,2936
200,2937
276,2938
0,2939
449,2940
175,2941
56,2942
76,2943
5,2944
44,2945
102,2946
15,2947
0,2948
47,2949
2,2950
155,2951
90,2952
242,2953
94,2954
74,2955
548,2956
31,2957
786,2958
18,2959
97,2960
63,2961
20,2962
2,2963
59,2964
28,2965
14,2966
9,2967
47,2968
430,2970
145,2971
680,2972
130,2973
145,2974
236,2975
7,2976
918,2977
64,2978
32,2979
117,2980
229,2981
82,2982
101,2983
55,2984
11,2985
2,2986
11,2987
98,2988
74,2989
144,2990
47,2991
92,2992
88,2993
393,2994
164,2995
31,2996
3,2997
35,2998
45,2999
33,3000
64,3001
204,3002
6,3003
79,3004
1033,3005
4,3006
56,3007
847,3008
3,3009
28,3010
423,3011
343,3012
49,3013
310,3014
161,3015
624,3016
0,3017
115,3018
21,3019
6,3020
71,3021
10,3022
73,3023
540,3024
66,3025
45,3026
44,3027
463,3028
323,3029
118,3030
40,3031
5,3032
12,3033
15,3034
65,3035
48,3036
40,3037
13,3038
